     5.750,     0.601,     0.598,     0.563,     0.473,     0.360,     0.329,     0.313,     0.329,     0.357,     0.378,     0.376,     0.377,     0.379,     0.387,     0.385,     0.391,     0.376,     0.253,     0.179
     6.000,     0.600,     0.598,     0.569,     0.482,     0.367,     0.336,     0.319,     0.333,     0.358,     0.377,     0.377,     0.375,     0.379,     0.387,     0.385,     0.394,     0.382,     0.259,     0.181
     6.250,     0.601,     0.599,     0.572,     0.489,     0.375,     0.340,     0.323,     0.338,     0.363,     0.379,     0.376,     0.378,     0.380,     0.386,     0.388,     0.395,     0.388,     0.267,     0.185
     6.500,     0.600,     0.600,     0.573,     0.493,     0.382,     0.346,     0.328,     0.340,     0.365,     0.376,     0.378,     0.380,     0.379,     0.389,     0.387,     0.400,     0.393,     0.272,     0.189
     6.750,     0.598,     0.600,     0.578,     0.501,     0.387,     0.353,     0.331,     0.343,     0.366,     0.378,     0.380,     0.378,     0.381,     0.390,     0.389,     0.400,     0.402,     0.279,     0.193
     7.000,     0.599,     0.599,     0.579,     0.504,     0.394,     0.358,     0.334,     0.346,     0.370,     0.381,     0.379,     0.379,     0.382,     0.392,     0.390,     0.403,     0.407,     0.283,     0.197
     7.250,     0.600,     0.599,     0.583,     0.509,     0.402,     0.362,     0.340,     0.350,     0.371,     0.382,     0.380,     0.380,     0.383,     0.393,     0.391,     0.407,     0.412,     0.291,     0.199
     7.500,     0.599,     0.600,     0.583,     0.516,     0.408,     0.367,     0.345,     0.352,     0.373,     0.381,     0.381,     0.381,     0.383,     0.395,     0.393,     0.408,     0.419,     0.295,     0.203
     7.750,     0.598,     0.599,     0.586,     0.520,     0.414,     0.373,     0.349,     0.353,     0.375,     0.381,     0.381,     0.381,     0.383,     0.395,     0.393,     0.412,     0.423,     0.303,     0.207
     8.000,     0.601,     0.600,     0.586,     0.524,     0.417,     0.375,     0.351,     0.361,     0.376,     0.382,     0.382,     0.381,     0.385,     0.396,     0.396,     0.413,     0.429,     0.310,     0.209
     8.250,     0.600,     0.599,     0.588,     0.526,     0.423,     0.378,     0.357,     0.362,     0.378,     0.382,     0.383,     0.382,     0.386,     0.397,     0.398,     0.416,     0.434,     0.315,     0.213
     8.500,     0.601,     0.599,     0.590,     0.533,     0.429,     0.385,     0.360,     0.364,     0.382,     0.383,     0.383,     0.382,     0.387,     0.398,     0.398,     0.417,     0.437,     0.320,     0.218
     8.750,     0.599,     0.600,     0.591,     0.535,     0.434,     0.390,     0.364,     0.364,     0.381,     0.384,     0.384,     0.383,     0.388,     0.400,     0.397,     0.419,     0.444,     0.326,     0.220
     9.000,     0.600,     0.600,     0.592,     0.539,     0.438,     0.392,     0.367,     0.368,     0.382,     0.384,     0.386,     0.384,     0.388,     0.400,     0.399,     0.423,     0.445,     0.330,     0.223
     9.250,     0.601,     0.601,     0.592,     0.543,     0.444,     0.395,     0.367,     0.371,     0.383,     0.386,     0.387,     0.386,     0.390,     0.403,     0.399,     0.422,     0.451,     0.337,     0.225
     9.500,     0.600,     0.598,     0.595,     0.545,     0.450,     0.401,     0.371,     0.374,     0.384,     0.386,     0.386,     0.385,     0.389,     0.404,     0.401,     0.424,     0.457,     0.341,     0.230
     9.750,     0.599,     0.598,     0.595,     0.546,     0.453,     0.405,     0.376,     0.377,     0.387,     0.388,     0.386,     0.386,     0.391,     0.403,     0.402,     0.425,     0.460,     0.348,     0.234
    10.000,     0.599,     0.601,     0.596,     0.551,     0.458,     0.409,     0.377,     0.376,     0.386,     0.390,     0.391,     0.387,     0.391,     0.404,     0.403,     0.429,     0.464,     0.353,     0.235
    10.250,     0.599,     0.602,     0.594,     0.553,     0.462,     0.412,     0.378,     0.379,     0.388,     0.391,     0.389,     0.389,     0.391,     0.405,     0.407,     0.432,     0.465,     0.357,     0.237
    10.500,     0.600,     0.601,     0.596,     0.554,     0.468,     0.415,     0.383,     0.382,     0.389,     0.390,     0.389,     0.388,     0.393,     0.406,     0.406,     0.430,     0.472,     0.361,     0.241
    10.750,     0.601,     0.599,     0.599,     0.560,     0.470,     0.416,     0.385,     0.384,     0.390,     0.391,     0.389,     0.391,     0.394,     0.408,     0.408,     0.436,     0.473,     0.369,     0.246
    11.000,     0.601,     0.600,     0.600,     0.561,     0.475,     0.422,     0.387,     0.386,     0.392,     0.392,     0.389,     0.391,     0.395,     0.409,     0.407,     0.437,     0.476,     0.372,     0.247
    11.250,     0.600,     0.599,     0.597,     0.562,     0.478,     0.424,     0.388,     0.386,     0.393,     0.394,     0.392,     0.390,     0.394,     0.411,     0.409,     0.438,     0.481,     0.377,     0.251
    11.500,     0.601,     0.602,     0.598,     0.565,     0.480,     0.428,     0.390,     0.389,     0.393,     0.392,     0.393,     0.392,     0.397,     0.412,     0.409,     0.440,     0.483,     0.381,     0.254
    11.750,     0.601,     0.600,     0.597,     0.568,     0.485,     0.430,     0.392,     0.390,     0.396,     0.394,     0.394,     0.391,     0.397,     0.411,     0.412,     0.442,     0.486,     0.386,     0.259
    12.000,     0.601,     0.599,     0.597,     0.569,     0.490,     0.433,     0.396,     0.390,     0.394,     0.394,     0.394,     0.392,     0.397,     0.414,     0.410,     0.446,     0.490,     0.390,     0.261
    12.250,     0.601,     0.599,     0.598,     0.572,     0.492,     0.436,     0.398,     0.393,     0.397,     0.394,     0.396,     0.392,     0.398,     0.415,     0.413,     0.446,     0.493,     0.394,     0.261
    12.500,     0.599,     0.600,     0.599,     0.573,     0.496,     0.440,     0.399,     0.395,     0.395,     0.394,     0.395,     0.394,     0.399,     0.415,     0.415,     0.448,     0.496,     0.400,     0.265
    12.750,     0.602,     0.599,     0.598,     0.574,     0.500,     0.441,     0.402,     0.394,     0.400,     0.397,     0.395,     0.393,     0.401,     0.416,     0.414,     0.447,     0.498,     0.405,     0.270
    13.000,     0.600,     0.600,     0.599,     0.575,     0.501,     0.446,     0.405,     0.396,     0.401,     0.396,     0.395,     0.396,     0.401,     0.417,     0.416,     0.450,     0.502,     0.406,     0.272
    13.250,     0.601,     0.600,     0.601,     0.575,     0.505,     0.449,     0.404,     0.396,     0.400,     0.399,     0.396,     0.395,     0.402,     0.416,     0.416,     0.449,     0.504,     0.411,     0.274
    13.500,     0.598,     0.600,     0.596,     0.575,     0.509,     0.450,     0.409,     0.398,     0.402,     0.400,     0.397,     0.396,     0.400,     0.418,     0.418,     0.450,     0.507,     0.415,     0.277
